OCANumber,IncidentFromDate,IncidentFromTime,IncidentToDate,IncidentToTime,OffenseCode,Offense Description,CaseStatus,CaseDisposition,LocationCode,PatrolZone,LocationLandmark,LocationStreetNumber,LocationDirectional,LocationStreet,LocationLatitude,LocationLongitude,CreatedSource
16081402,8/25/16,2:50:00,8/25/16,3:00:00,3562,Marijuana - Possession of,Closed/Cleared,Cleared by Arrest,NONCLERY,Z2,,,,Spring Street NW and Eighth Street NW,,,1
16081405,8/23/16,14:30:00,8/23/16,14:30:00,9999,Non-Crime (not reported to state),Closed/Cleared,,ONCAM,Z2,Georgia Tech Hotel & Conference Center,800,,Spring Street  NW,33.77634325,-84.38930792,1
16091477,9/2/16,7:30:00,9/2/16,7:40:00,5707,Criminal Trespass,Closed/Cleared,Cleared by Arrest,ONCAM,Z1,McCamish Pavilion   73   Z1,965,,Fowler Street NW,33.78067585,-84.39276636,1
16091491,9/4/16,0:45:00,9/4/16,1:00:00,4104,Liquor - Possession Of,Closed/Cleared,Prosecution Declined,NONCAM,Z2,Sigma Chi Fraternity,770,,Techwood Drive NW,,,1
16091498,8/31/16,8:40:00,9/6/16,11:21:00,9999,Non-Crime (not reported to state),Closed/Cleared,,ONCAM,Z1,Beringause Building,879,,Hemphill Avenue NW,,,1
16091502,9/6/16,15:33:00,,,9999,Non-Crime (not reported to state),Closed/Cleared,,ONCAMRES,Z4,Caldwell Residence Hall,521,,Turner Place NW,33.7789096,-84.40441188,1
16091509,9/6/16,22:58:00,9/6/16,23:22:00,9999,Non-Crime (not reported to state),Closed/Cleared,,ONCAMRES,Z2,Center Street Apartments,939,,Hemphill Avenue NW,,,1
16091513,9/8/16,0:04:00,9/8/16,0:17:00,9999,Non-Crime (not reported to state),Closed/Cleared,,ONCAMRES,Z1,Center Street Apartments,939,,Hemphill Avenue NW,,,1
16091534,9/10/16,3:41:00,9/10/16,4:20:00,4104,Liquor - Possession Of,Closed/Cleared,Prosecution Declined,ONCAM,Z2,Bobby Dodd Stadium,150,,Bobby Dodd Way,33.771865,-84.393316,1
16030562,3/29/16,15:03:00,,,9999,Non-Crime (not reported to state),Closed/Cleared,,ONCAM,Z2,Library   77   Z2,704,,Cherry Street NW,33.77431732,-84.39572383,1
16030577,3/13/16,11:00:00,3/13/16,23:59:00,2605,Fraud - Illegal Use of Credit/Financial Transaction Cards,Further Investigation,,ONCAM,Z1,Beringause Building   46   Z1,879,,Hemphill Avenue NW,33.77895641,-84.40131466,1
16030583,3/31/16,8:49:00,3/31/16,9:49:00,9999,Non-Crime (not reported to state),Closed/Cleared,,PUB,Z1,10th Street @ Spring Street,,,,,,1
16040645,4/8/16,15:02:00,4/8/16,15:27:00,9999,Non-Crime (not reported to state),Closed/Cleared,,ONCAMRES,Z2,Howell Residence Hall,640,,Williams Street NW,33.77213571,-84.39098413,1
16040695,4/15/16,17:45:00,4/15/16,18:40:00,9999F,,Inactive,,ONCAM,Z1,Baker Building,925,,Dalney Street NW,33.78001343,-84.39950258,1
16040717,4/15/16,22:15:00,4/18/16,15:15:00,2308,Larceny - From Building,Inactive,,ONCAM,Z2,Engineering Science & Mechanics   4,620,,Cherry Street NW,33.77204754,-84.39578273,1
16040756,4/23/16,23:43:00,4/24/16,0:41:00,4803,Making A False Report/Giving False Information,Closed/Cleared,Prosecution Declined,ONCAM,Z2,McCamish Pavilion,955,,Fowler Street NW,33.77992173,-84.39313728,1
16040765,4/22/16,19:00:00,4/25/16,12:00:00,2317,Larceny - Bicycle,Inactive,,ONCAMRES,Z2,Hopkins Residence Hall,115,,Bobby Dodd Way NW,33.77406277,-84.39129634,1
16040768,4/25/16,21:35:00,4/25/16,21:52:00,9999,Non-Crime (not reported to state),Closed/Cleared,,ONCAM,Z2,Nanotechnology Building,345,,Ferst Drive NW,33.77884514,-84.39847658,1
16040776,4/26/16,15:17:00,,,9999,Non-Crime (not reported to state),Closed/Cleared,,ONCAM,Z2,Library   77   Z2,704,,Cherry Street NW,33.77431732,-84.39572383,1
16040787,4/28/16,0:01:00,4/28/16,1:36:00,9999W,,Closed/Cleared,Cleared by Arrest,PUB,Z2,Northside Drive  NW,,,Donal Lee Hollowell Parkway  NW,,,1
16050812,5/2/16,9:47:00,5/2/16,11:00:00,9999,Non-Crime (not reported to state),Closed/Cleared,,ONCAM,Z4,Student Health Center   177   Z4,740,,Ferst Drive NW,33.77483366,-84.40311079,1
16091545,9/12/16,13:45:00,,,9999,Non-Crime (not reported to state),Closed/Cleared,,ONCAM,Z1,State Street  NW between Tenth Street  NW & Ferst Drive  NW,,,,33.77895641,-84.40131466,1
16091560,9/14/16,8:00:00,9/14/16,10:20:00,9999,Non-Crime (not reported to state),Closed/Cleared,,ONCAM,Z4,Campus Recreation Center   160   Z4,750,,Ferst Drive NW,33.77546401,-84.40349901,1
16091595,9/18/16,2:40:00,9/18/16,2:45:00,2903,Damage to Property - Public,Closed/Cleared,,ONCAM,Z1,Beringause Building   46   Z1,879,,Hemphill Avenue NW,33.77895641,-84.40131466,1
16091619,9/21/16,21:28:00,9/21/16,22:00:00,5499,Traffic Offense (describe offense),Closed/Cleared,Cleared by Arrest,NONCAM,OFFCAM,North Avenue  NW at Spring Street  NW,,,,33.770969,-84.389392,1
16091625,9/22/16,19:00:00,9/22/16,19:24:00,9999,Non-Crime (not reported to state),Closed/Cleared,,ONCAM,Z3,MARC Building,813,,FERST DR NW,33.77895641,-84.40131466,1
16091630,9/22/16,22:30:00,9/22/16,23:31:00,5311,Disorderly Conduct,Closed/Cleared,Cleared by Arrest,ONCAM,Z2,Bobby Dodd Stadium,155,,North Avenue  NW,,,1
16091667,9/26/16,12:02:00,9/26/16,12:02:00,9999,Non-Crime (not reported to state),Closed/Cleared,,ONCAM,Z2,Beringause Building   46   Z1,879,,Hemphill Avenue NW,33.77895641,-84.40131466,1
16091675,9/27/16,17:10:00,,,9999,Non-Crime (not reported to state),Closed/Cleared,,ONCAM,Z3,Boggs Building,770,,State Street  NW,33.77548051,-84.39974466,1
16091678,9/27/16,23:43:00,9/28/16,0:05:00,9999,Non-Crime (not reported to state),Closed/Cleared,,ONCAMRES,Z4,Woodruff Residence Hall,890,,Curran Street NW,,,1
16091684,9/13/16,0:00:00,9/28/16,22:48:00,2606,Fraud - Bad/Worthless Check,Inactive,,NONCAM,OFFCAM,,855,,West Peachtree Street  NW,33.77895641,-84.40131466,1
16101723,9/27/16,0:10:00,10/4/16,17:00:00,9999,Non-Crime (not reported to state),Closed/Cleared,,ONCAM,Z3,Architecture Building West,247,,Fourth Street  NW,,,1
16071266,7/28/16,14:00:00,7/28/16,15:00:00,2602,Fraud - Swindle,Inactive,,NONCAM,Z1,,1002,,State Street  NW,33.77895641,-84.40131466,1
16081296,8/3/16,13:45:00,8/3/16,14:00:00,9999,Non-Crime (not reported to state),Closed/Cleared,,ONCAM,Z1,Beringause Building,879,,Hemphill Avenue NW,33.77895641,-84.40131466,1
16081307,8/6/16,22:46:00,,,5499,Traffic Offense (describe offense),Closed/Cleared,Cleared by Arrest,NONCLERY,OFFCAM,Northside Drive  NW and Marietta Street  NW,,,,33.775859,-84.406981,1
16081313,8/9/16,17:53:00,,,9999,Non-Crime (not reported to state),Closed/Cleared,,PUB,Z4,Tech Parkway  NW @ Means Street  NW,,,,33.773738,-84.402881,1
16081348,8/16/16,11:30:00,8/16/16,11:40:00,9999,Non-Crime (not reported to state),Inactive,,ONCAM,Z3,Robert Ferst Center,349,,Ferst Drive  NW,,,2
16081374,8/21/16,20:55:00,8/21/16,20:56:00,2302,Larceny - Purse Snatching,Further Investigation,,ONCAM,,,,,Ferst Drive NW & Sixth Street NW,33.77546401,-84.40349901,1
16081381,8/22/16,9:30:00,8/22/16,18:30:00,2317,Larceny - Bicycle,Inactive,,ONCAM,Z2,D.M. Smith Building,685,,Cherry Street NW,33.7736452,-84.39514805,1
16081385,8/22/16,22:27:00,8/22/16,22:52:00,9999,Non-Crime (not reported to state),Closed/Cleared,,ONCAM,Z3,Clough Undergraduate Learning Center,266,,Fourth Street NW,,,1
16081398,8/24/16,15:20:00,,,9999,Non-Crime (not reported to state),Closed/Cleared,,ONCAMRES,Z2,Glenn Residence Hall,118,,Bobby Dodd Way  NW,,,1
16081421,8/27/16,0:39:00,,,9999,Non-Crime (not reported to state),Closed/Cleared,,ONCAM,Z1,Ferst Drive  NW / Atlantic Drive  NW,,,,33.778264,-84.397802,1
16081423,8/26/16,23:15:00,,,2599,Counterfeiting Free Text,Closed/Cleared,Prosecution Declined,ONCAM,Z2,Techwood Drive  NW and Fourth Street  NW,,,,,,2
16081427,8/26/16,23:12:00,,,4104,Liquor - Possession Of,Closed/Cleared,Prosecution Declined,ONCAM,Z2,Clough Undergraduate Learning Center   166   Z2,266,,Fourth Street NW,33.7746818,-84.39637939,1
16061117,6/26/16,2:00:00,6/26/16,2:03:00,9999,Non-Crime (not reported to state),Closed/Cleared,,ONCAMRES,Z1,Family Apartments   180   Z1,251,,Tenth Street  NW,33.78238002,-84.39595556,1
16061122,6/26/16,19:00:00,6/27/16,7:30:00,9999,Non-Crime (not reported to state),Closed/Cleared,,ONCAM,Z1,Ford Envir. Science & Technology  147  Z1,311,,Ferst Drive NW,33.77889662,-84.39603609,1
16061128,6/27/16,18:26:00,6/27/16,18:37:00,5499,Traffic Offense (describe offense),Closed/Cleared,Cleared by Arrest,PUB,Z1,Tenth Street  NW @ Holly Street  NW,,,,,,1
16071199,7/11/16,21:26:00,7/11/16,22:30:00,9999,Non-Crime (not reported to state),Closed/Cleared,,PUB,Z2,10th Street  NW @ I-75/85,,,,33.781541,-84.399159,1
16071240,7/18/16,6:00:00,7/19/16,20:00:00,2308,Larceny - From Building,Closed/Cleared,Unfounded,ONCAM,Z1,Library,704,,Cherry Street  NW,33.77895641,-84.40131466,1
16071253,7/24/16,20:58:00,7/24/16,21:15:00,9999,Non-Crime (not reported to state),Closed/Cleared,,ONCAMRES,Z4,Woodruff Residence Hall,890,,Curran Street NW,33.77910743,-84.40662487,1
16071269,7/28/16,21:15:00,7/28/16,22:00:00,9999,Non-Crime (not reported to state),Closed/Cleared,,ONCAM,Z2,Parking Services,828,,West Peachtree Street  NW,,,1
16081290,8/2/16,19:40:00,8/2/16,19:44:00,5499,Traffic Offense (describe offense),Inactive,,ONCAM,Z1,,,,Ferst Drive @ Fowler Street NW,33.77699,-84.393645,1
16081403,8/4/16,,,,7399,Miscellaneous Offenses,Further Investigation,,ONCAM,Z2,Rich Building,,,,,,1
16081407,8/26/16,0:53:00,8/26/16,1:32:00,5404,Driving Under the Influence of Alcohol,Closed/Cleared,Cleared by Arrest,PUB,Z1,,,,,33.78578906,-84.39493051,1
16081412,8/24/16,16:00:00,8/26/16,10:45:00,2308,Larceny - From Building,Inactive,,ONCAM,Z1,Ford ES&T Building,311,,Ferst Drive  NW,33.77889662,-84.39603609,1
16081415,8/26/16,18:20:00,8/26/16,19:00:00,3699,Sex Offense Free Text,Closed/Cleared,Prosecution Declined,NONCAM,Z3,,221,,Fourth Street  NW,33.775955,-84.393657,1
16081356,8/17/16,2:54:00,8/17/16,2:54:00,9999,Non-Crime (not reported to state),Closed/Cleared,Cleared by Arrest,ONCAM,Z2,Library   77   Z2,704,,Cherry Street NW,33.77431732,-84.39572383,1
16081359,8/17/16,20:16:00,8/17/16,20:26:00,5314,Loitering Violation,Further Investigation,,NONCLERY,Z2,Georgia Tech Hotel & Conference Center,800,,Spring Street NW,33.77634325,-84.38930792,1
16081362,7/15/16,10:00:00,8/15/16,10:00:00,2314,Larceny - Of Government Property,Inactive,,ONCAM,SAV,Savannah PARB Building,210,,Technology Circle,33.77895641,-84.40131466,1
16081369,8/20/16,16:00:00,,,9999,Non-Crime (not reported to state),Closed/Cleared,,ONCAM,Z1,Ken Byers Tennis Complex,940,,Fowler Street  NW,33.78094977,-84.39579355,1
16081458,8/30/16,18:45:00,8/30/16,18:53:00,5707,Criminal Trespass,Closed/Cleared,Cleared by Arrest,ONCAM,Z4,Curran Street  NW @ Ninth Street  NW,,,,,,1
16091517,9/8/16,11:30:00,,,2305,Larceny - Articles from Vehicle,Inactive,,PUB,Z4,Tech Parkway  NW  and State Street  NW,,,,,,1
16091523,9/9/16,9:52:00,9/9/16,9:55:00,9999,Non-Crime (not reported to state),Inactive,,ONCAM,Z3,Beringause Building   46   Z1,879,,Hemphill Avenue NW,33.77895641,-84.40131466,1
16091566,9/15/16,23:40:00,9/15/16,23:59:00,9999,Non-Crime (not reported to state),Closed/Cleared,,ONCAMRES,Z2,NAA West  191,120,,North Avenue NW,,,1
16091573,9/15/16,18:58:00,9/15/16,19:11:00,5499,Traffic Offense (describe offense),Closed/Cleared,Cleared by Arrest,PUB,Z4,,,,,33.770132,-84.404539,1
16091582,9/16/16,14:20:00,,,9999,Non-Crime (not reported to state),Closed/Cleared,,ONCAM,Z1,Beringause Building   46   Z1,879,,Hemphill Avenue  NW,33.77895641,-84.40131466,1
16091589,9/17/16,9:07:00,9/17/16,9:07:00,9999,Non-Crime (not reported to state),Further Investigation,,ONCAMRES,Z1,Sigma Phi Epsilon Fraternity   326   Z2,190,,Fifth Street NW,33.77666974,-84.39332915,1
16091629,9/22/16,22:30:00,9/22/16,22:45:00,1313,Simple Assault/Battery,Closed/Cleared,Prosecution Declined,ONCAM,Z3,Fourth Street  NW at Fowler Street  NW,,,4th/fowler,,,1
16050849,5/6/16,3:45:00,5/6/16,5:05:00,7399,Miscellaneous Offenses,Closed/Cleared,Prosecution Declined,ONCAM,Z3,Pi Kappa Alpha Fraternity   320   Z3,260,,Ferst Drive  NW,33.77673,-84.3952623,1
16050899,5/18/16,8:53:00,,,9999,Non-Crime (not reported to state),Closed/Cleared,,ONCAM,Z3,Student Center   104   Z3,351,,Ferst Drive NW,33.77413608,-84.39881802,1
16050903,5/19/16,15:00:00,5/19/16,15:05:00,9999,Non-Crime (not reported to state),Closed/Cleared,,NONCAM,Z4,Campus Services Warehouse   882,818,,Joseph E Lowery Boulevard NW,33.776562,-84.417785,1
16050912,5/21/16,15:59:00,5/21/16,16:30:00,5499,Traffic Offense (describe offense),Closed/Cleared,Cleared by Arrest,PUB,Z4,Tech Parkway NW @ Northside Drive NW,,,,,,1
16050915,5/21/16,14:00:00,5/22/16,14:39:00,9999,Non-Crime (not reported to state),Closed/Cleared,,ONCAM,Z1,Beringause Building,879,,Hemphill Avenue NW,33.77895641,-84.40131466,1
16050919,5/24/16,9:10:00,5/24/16,9:23:00,9999,Non-Crime (not reported to state),Inactive,,ONCAM,Z4,Beringause Building   46   Z1,879,,Hemphill Avenue NW,33.77895641,-84.40131466,1
16050923,1/4/16,12:01:00,5/1/16,23:59:00,9999,Non-Crime (not reported to state),Closed/Cleared,,ONCAMRES,Z4,Sixth Street Apartments (ZBar),501,,Sixth Street  NW,33.77895641,-84.40131466,1
16050934,5/26/16,19:24:00,,,9999W,,Closed/Cleared,Cleared by Arrest,PUB,OFFCAM,North Avenue  Williams Street  NW,,,,,,1
16050937,5/27/16,14:14:00,5/27/16,14:20:00,9999,Non-Crime (not reported to state),Closed/Cleared,,ONCAM,Z1,Beringause Building,879,,Hemphill Avenue NW,33.77895641,-84.40131466,1
16060968,6/1/16,16:23:00,6/1/16,17:00:00,5499,Traffic Offense (describe offense),Closed/Cleared,Cleared by Arrest,PUB,Z1,10th Street  NW @ Fowler Street  NW,,,,,,1
16061031,6/12/16,15:20:00,6/12/16,15:41:00,9999,Non-Crime (not reported to state),Closed/Cleared,,ONCAMRES,Z2,Harrison Residence Hall Kitchen Room 229,660,,Williams Street NW,,,1
16061038,6/10/16,17:00:00,6/14/16,14:45:00,9999,Non-Crime (not reported to state),Closed/Cleared,,NONCAM,Z4,Sweet Water Creek State Park,1750,,Mt Vernon Road,,,1
16050814,5/1/16,1:50:00,,,2305,Larceny - Articles from Vehicle,Inactive,,ONCAM,Z2,Tech Square Parking Deck,770,,Spring Street   NW,33.77634325,-84.38930792,1
16050858,5/7/16,0:30:00,5/7/16,3:45:00,9999,Non-Crime (not reported to state),Closed/Cleared,,NONCLERY,OFFCAM,Beringause Building   46   Z1,879,,Hemphill Avenue NW,33.77895641,-84.40131466,1
16050878,5/12/16,0:41:00,5/12/16,1:38:00,9999,Non-Crime (not reported to state),Closed/Cleared,,PUB,Z2,North Avenue  NW @ Techwood Drive  NW,,,,,,1
16050884,5/11/16,9:00:00,5/12/16,9:00:00,9999,Non-Crime (not reported to state),Inactive,,ONCAM,Z3,Between Van Leer  and the Clough Building,777,,Atlantic Drive NW,33.77585591,-84.39717081,1
16050897,1/20/16,9:00:00,4/21/16,15:00:00,2605,Fraud - Illegal Use of Credit/Financial Transaction Cards,Closed/Cleared,Cleared by Arrest,ONCAM,Z2,Barnes and Noble Bookstore 172 Z2,48,,Fifth Street NW,33.77668,-84.38863,1
16050911,5/20/16,20:00:00,5/21/16,9:44:00,2305,Larceny - Articles from Vehicle,Inactive,,ONCAM,Z1,Family Apartments Parking Deck,251,,Tenth Street  NW,,,1
16050956,5/30/16,15:00:00,5/30/16,15:30:00,2434,Theft of Other Vehicle,Inactive,,ONCAM,Z4,Woodruff Residence Hall,890,,Curran Street  NW,33.77910743,-84.40662487,1
16060976,6/2/16,9:00:00,6/2/16,16:00:00,2308,Larceny - From Building,Inactive,,ONCAM,Z2,Barnes and Noble Bookstore,48,,Fifth Street NW,,,1
16060991,6/3/16,16:00:00,6/4/16,17:00:00,9999,Non-Crime (not reported to state),Closed/Cleared,,ONCAMRES,Z2,North Avenue Apartments,120,,North Avenue  NW,33.77011984,-84.39135352,1
16060993,5/30/16,22:30:00,5/31/16,22:15:00,9999,Non-Crime (not reported to state),Inactive,,ONCAM,Z1,Beringause Building,879,,Hemphill Avenue  NW,,,1
16061007,6/9/16,6:00:00,6/9/16,6:20:00,9999,Non-Crime (not reported to state),Closed/Cleared,,ONCAM,Z1,Ford Envir. Science & Technology  147  Z1,311,,Ferst Drive NW,33.77889662,-84.39603609,1
16061020,6/10/16,15:29:00,6/10/16,15:29:00,9999,Non-Crime (not reported to state),Closed/Cleared,,ONCAM,Z2,Library   77   Z2,704,,Cherry Street NW,33.77431732,-84.39572383,1
16061056,6/16/16,12:00:00,6/16/16,16:14:00,9999,Non-Crime (not reported to state),Closed/Cleared,,NONCAM,Z1,Hartsfield Jackson Atlanta Airport,6000,,North Terminal Parkway,,,1
16061073,6/18/16,10:44:00,6/18/16,12:00:00,2308,Larceny - From Building,Inactive,,ONCAM,Z4,Campus Recreation Center,750,,Ferst Drive  NW,33.77546401,-84.40349901,1
16061106,6/24/16,1:26:00,,,9999,Non-Crime (not reported to state),Closed/Cleared,,PUB,Z2,Techwood Drive  NW & North Avenue  NW,,,,33.77131,-84.392067,1
16061112,6/25/16,0:20:00,,,4104,Liquor - Possession Of,Closed/Cleared,Prosecution Declined,NONCAM,Z2,Kappa Alpha Fraternity,801,,Techwood Drive  NW,33.77651306,-84.39168273,1
16061118,6/26/16,14:16:00,6/26/16,15:04:00,5499,Traffic Offense (describe offense),Closed/Cleared,Cleared by Arrest,PUB,Z4,,,,,,,1
16061120,6/26/16,17:00:00,6/26/16,17:30:00,2903,Damage to Property - Public,Closed/Cleared,Prosecution Declined,ONCAM,Z2,Library,704,,Cherry Street NW,33.77431732,-84.39572383,1
16061130,6/24/16,14:00:00,6/27/16,20:40:00,9999,Non-Crime (not reported to state),Closed/Cleared,,ONCAM,Z4,Paper Tricentennial Building,500,,Tenth Street NW,,,1
16061134,6/27/16,15:00:00,6/27/16,19:00:00,2903,Damage to Property - Public,Inactive,,ONCAM,Z1,Engineered Biosystems Building (EBB)   195   Z1,950,,Atlantic Drive NW,33.780819,-84.397985,1
16071156,7/2/16,18:18:00,7/2/16,,3562,Marijuana - Possession of,Closed/Cleared,Prosecution Declined,PUB,Z2,North Avenue  NW @ Cherry Street  NW,,,,,,1
16071166,7/5/16,11:36:00,7/5/16,14:35:00,5309,Harassing Communication,Inactive,,ONCAM,Z2,Alumni-Faculty House,190,,North Avenue  NW,33.7710217,-84.39350159,1
16071173,7/6/16,19:58:00,7/6/16,20:30:00,9999W,,Closed/Cleared,Cleared by Arrest,NONCAM,Z2,BP Gas Station,610,,Spring Street  NW,,,1
16071182,7/7/16,18:35:00,7/7/16,20:25:00,2902,Damage to Property - Private,Closed/Cleared,Unfounded,ONCAM,Z2,Technology Square Parking Deck,770,,Spring Street NW,,,1
16081437,8/28/16,13:00:00,8/28/16,16:27:00,9999,Non-Crime (not reported to state),Closed/Cleared,,ONCAMRES,Z2,Hopkins Residence Hall,711,,Techwood Drive  NW,33.77450626,-84.39105819,1
16091473,9/1/16,14:00:00,9/1/16,16:00:00,2308,Larceny - From Building,Inactive,,ONCAM,Z2,Gilbert Library,704,,Cherry Street  NW,33.77431732,-84.39572383,1
16091483,9/2/16,14:40:00,9/2/16,14:50:00,9999,Non-Crime (not reported to state),Closed/Cleared,,NONCAM,Z1,,1015,,Tumlin Street  NW,33.77895641,-84.40131466,1
16091494,9/4/16,15:30:00,9/4/16,15:40:00,9999,Non-Crime (not reported to state),Closed/Cleared,,ONCAM,Z3,Clough Undergraduate Learning Commons,266,,Fourth Street NW,33.77413608,-84.39881802,1
16091501,9/6/16,14:00:00,9/6/16,14:15:00,2317,Larceny - Bicycle,Inactive,,ONCAM,Z3,College of Architecture East,245,,Fourth Street  NW,33.77597531,-84.39538136,1
16091504,9/6/16,16:20:00,,,9999,Non-Crime (not reported to state),Closed/Cleared,,PUB,Z1,Ferst Drive  NW,,,,33.77895641,-84.40131466,1
16091518,9/8/16,12:07:00,9/8/16,12:30:00,9999,Non-Crime (not reported to state),Inactive,,PUB,Z2,North Avenue @ Cherry Street  Z2,,,,33.771364,-84.395528,1
16091532,9/9/16,23:30:00,9/9/16,23:59:00,2902,Damage to Property - Private,Further Investigation,,ONCAM,Z2,Baptist College Ministry,740,,Techwood Drive,,,1
16091567,8/11/16,9:00:00,8/30/16,14:00:00,2205,Burglary - No Forced Entry -NonResidence,Inactive,,ONCAM,Z2,Centergy One,75,,Fifth Street  NW,,,1
16091626,9/22/16,19:30:00,9/22/16,20:00:00,2301,Pocket Picking,Closed/Cleared,Cleared by Arrest,ONCAM,Z1,Bobby Dodd Stadium,155,,North Avenue  NW,,,1
16091636,9/22/16,21:00:00,9/22/16,22:00:00,9999,Non-Crime (not reported to state),Closed/Cleared,,ONCAM,Z1,Ferst Drive  NW @ Cherry Street  NW,,,,,,1
16091663,9/25/16,18:58:00,9/25/16,19:13:00,9999,Non-Crime (not reported to state),Closed/Cleared,,ONCAM,Z2,North Avenue Apartments,120,,North Avenue NW,33.77011984,-84.39135352,1
16020402,2/29/16,20:25:00,2/29/16,21:10:00,9999,Non-Crime (not reported to state),Closed/Cleared,,ONCAM,Z4,Campus Recreation Center,750,,Ferst Drive  NW,,,1
16030410,3/1/16,14:35:00,,,9999,Non-Crime (not reported to state),Closed/Cleared,,PUB,Z2,North Avenue  NW sidewalk in front of McAfee Lot,,,,,,1
16030451,3/6/16,17:00:00,,,9999,Non-Crime (not reported to state),Closed/Cleared,,ONCAM,Z1,North Campus Parking Deck,352,,Peachtree Place  NW,33.78013492,-84.39844716,1
16030466,3/11/16,2:36:00,,,5499,Traffic Offense (describe offense),Closed/Cleared,Cleared by Arrest,PUB,Z2,North Avenue  NW @ Cherry Street  NW,,,,,,1
16030471,3/11/16,22:00:00,3/11/16,22:28:00,9999,Non-Crime (not reported to state),Closed/Cleared,,ONCAMRES,Z1,Perry-Matheson Residence Hall   92   Z2,715,,Techwood Drive NW,33.77450626,-84.39105819,1
16030480,3/13/16,10:42:00,,,9999,Non-Crime (not reported to state),Closed/Cleared,,ONCAM,Z4,Paper Tricentennial Building   129   Z4,500,,Tenth Street  NW,33.78097791,-84.40454543,1
16030492,3/16/16,21:15:00,3/16/16,21:30:00,2308,Larceny - From Building,Inactive,,ONCAM,Z3,Ferst Center for the Arts,349,,Ferst Drive  NW,33.77510053,-84.39921209,1
16030550,3/28/16,9:30:00,3/28/16,11:00:00,2317,Larceny - Bicycle,Inactive,,ONCAM,Z2,Barnes and Noble Bookstore,48,,Fifth Street  NW,,,1
16030552,3/28/16,15:10:00,,,9999,Non-Crime (not reported to state),Closed/Cleared,,ONCAM,Z2,Library   77   Z2,704,,Cherry Street NW,33.77431732,-84.39572383,1
16030570,3/30/16,11:00:00,3/30/16,11:06:00,9999,Non-Crime (not reported to state),Closed/Cleared,,ONCAM,Z4,Paper Tricentennial Building   129   Z4,500,,Tenth Street NW,33.78097791,-84.40454543,1
16030572,3/21/16,9:00:00,3/28/16,13:00:00,2604,Fraud - Impersonation,Closed/Leads Exhausted,,ONCAM,Z1,,879,,Hemphill Avenue  NW,33.77895641,-84.40131466,1
16040598,4/1/16,15:00:00,4/1/16,15:19:00,9999,Non-Crime (not reported to state),Closed/Cleared,,ONCAMRES,Z2,Glenn Residence Hall   16   Z2,118,,Bobby Dodd Way NW,33.77342207,-84.3916112,1
16071200,7/12/16,0:30:00,7/12/16,1:50:00,9999,Non-Crime (not reported to state),Closed/Cleared,,ONCAM,Z4,Campus Recreation Center,750,,Ferst Drive NW,33.77546401,-84.40349901,1
16071206,7/8/16,6:30:00,7/8/16,6:35:00,9999,Non-Crime (not reported to state),Inactive,,ONCAMRES,Z4,Maulding Residence Hall,501,,Sixth Street  NW,33.77895641,-84.40131466,1
16071211,7/13/16,21:30:00,,,9999,Non-Crime (not reported to state),Closed/Cleared,,ONCAM,Z1,Beringause Building   46   Z1,879,,Hemphill Avenue  NW,33.77895641,-84.40131466,1
16071229,5/1/16,12:00:00,7/19/16,13:00:00,5309,Harassing Communication,Closed/Cleared,Victim/Witness Refused to Cooperate,ONCAM,Z3,Van Leer Electrical Engineering Building   85  Z3,777,,Atlantic Drive NW,33.77585591,-84.39717081,1
16071239,7/20/16,15:24:00,7/20/16,15:24:00,9999,Non-Crime (not reported to state),Closed/Cleared,,ONCAM,Z2,Library   77   Z2,704,,Cherry Street NW,33.77431732,-84.39572383,1
16071273,7/29/16,13:30:00,7/29/16,15:41:00,9999,Non-Crime (not reported to state),Closed/Cleared,,ONCAM,Z4,,,,,,,1
16081350,8/16/16,15:04:00,8/16/16,15:04:00,9999,Non-Crime (not reported to state),Closed/Cleared,,ONCAM,Z2,Library   77   Z2,704,,Cherry Street NW,33.77431732,-84.39572383,1
16081352,8/15/16,12:30:00,8/16/16,18:00:00,9999,Non-Crime (not reported to state),Closed/Cleared,,ONCAM,Z3,Student Center   104   Z3,351,,Ferst Drive NW,,,1
16081355,8/17/16,14:10:00,,,9999,Non-Crime (not reported to state),Closed/Cleared,,ONCAM,Z3,College of Computing,801,,Atlantic Drive  NW,33.77740909,-84.39729157,1
16081361,8/18/16,0:40:00,8/18/16,0:41:00,9999,Non-Crime (not reported to state),Inactive,,ONCAMRES,Z2,Kappa Alpha Fraternity,801,,Techwood Drive NW,33.77651306,-84.39168273,1
16081365,8/19/16,3:47:00,8/19/16,4:05:00,9999,Non-Crime (not reported to state),Closed/Cleared,,NONCAM,Z2,Courtyard Marriott,1132,,Techwood Drive  NW,,,1
16040605,3/12/16,12:00:00,4/2/16,12:00:00,2317,Larceny - Bicycle,Inactive,,ONCAM,Z2,North Avenue Apartments,120,,North Avenue  NW,33.77011984,-84.39135352,1
16040625,4/5/16,11:00:00,4/5/16,16:09:00,1316,Terroristic Threats/Intimidation,Closed/Cleared,Prosecution Declined,ONCAM,Z3,Mason Civil Engineering Building,790,,Atlantic Drive,33.77895641,-84.40131466,1
16040635,4/6/16,23:06:00,4/7/16,23:26:00,5499,Traffic Offense (describe offense),Closed/Cleared,Cleared by Arrest,PUB,OFFCAM,,,,,,,1
