OCANumber,IncidentFromDate,IncidentFromTime,IncidentToDate,IncidentToTime,OffenseCode,Offense Description,CaseStatus,CaseDisposition,LocationCode,PatrolZone,LocationLandmark,LocationStreetNumber,LocationDirectional,LocationStreet,LocationLatitude,LocationLongitude,CreatedSource
16050910,5/21/16,1:36:00,,,2903,Damage to Property - Public,Inactive,,ONCAM,Z3,Coon Building,654,,Cherry Street NW,33.7728076,-84.39585341,1
16050926,5/24/16,13:17:00,5/24/16,21:30:00,2308,Larceny - From Building,Inactive,,ONCAM,Z4,Campus Recreation Center,750,,Ferst Drive  NW,33.77546401,-84.40349901,1
16050946,5/28/16,1:38:00,,,9999,Non-Crime (not reported to state),Closed/Cleared,,ONCAM,Z4,Maulding Residence Hall (Sixth St. West Apts.)  65  Z4,501,,Sixth Street NW,33.777007,-84.405706,1
16061004,6/8/16,16:00:00,6/8/16,17:02:00,9999,Non-Crime (not reported to state),Closed/Cleared,,ONCAM,Z1,GTRI South Building,430,,Tenth Street  NW,33.780349,-84.401418,1
16061014,6/9/16,18:16:00,,,9999F,,Closed/Cleared,,ONCAM,Z1,Ford Envir. Science & Technology,311,,Ferst Drive NW,33.77889662,-84.39603609,1
16061043,6/14/16,16:10:00,6/14/16,16:40:00,2903,Damage to Property - Public,Inactive,,ONCAM,Z1,Tenth Street Chiller Plant   133   Z1,460,,Tenth Street NW,33.781183,-84.402354,1
16061067,6/18/16,0:45:00,6/18/16,1:50:00,9999,Non-Crime (not reported to state),Closed/Cleared,Cleared by Arrest,PUB,OFFCAM,Francis Street  NW @ Fourteenth Street  NW,,,,,,1
16061093,6/21/16,23:13:00,,,5499,Traffic Offense (describe offense),Closed/Cleared,Cleared by Arrest,PUB,OFFCAM,North Avenue  NW @ State Street  NW,,,,,,1
16060983,6/3/16,16:18:00,6/3/16,16:38:00,5499,Traffic Offense (describe offense),Closed/Cleared,Cleared by Arrest,NONCAM,OFFCAM,,,,,,,1
16061011,6/7/16,23:30:00,6/9/16,,9999,Non-Crime (not reported to state),Closed/Cleared,,ONCAM,Z2,Technology Square Parking Deck 174  Z2,770,,Spring Street NW,33.77558662,-84.38947547,1
16061018,6/10/16,9:08:00,,,9999,Non-Crime (not reported to state),Closed/Cleared,,ONCAM,Z2,Clough Undergraduate Learning Center   166   Z2,266,,Fourth Street NW,33.7746818,-84.39637939,1
16061077,6/20/16,7:59:00,6/20/16,8:25:00,9999W,,Closed/Cleared,Cleared by Arrest,PUB,OFFCAM,,,,,,,1
16061096,6/9/16,15:45:00,6/9/16,16:15:00,1199,Sexual Assault Offense Free Text,Closed/Cleared,Cleared by Arrest,ONCAM,Z4,Maulding Residence Hall (Sixth St. West Apts.)  65  Z4,501,,Sixth Street  NW  Office 130,33.777007,-84.405706,1
16061100,6/23/16,15:21:00,6/23/16,15:21:00,9999,Non-Crime (not reported to state),Closed/Cleared,,ONCAM,Z2,Library   77   Z2,704,,Cherry Street NW,33.77431732,-84.39572383,1
16061114,6/25/16,9:46:00,6/25/16,9:46:00,2699,Fraudulent Activity Offense Free ,Closed/Cleared,Prosecution Declined,NONCAM,Z3,,,,,33.77895641,-84.40131466,1
16061131,6/27/16,20:50:00,6/27/16,21:05:00,9999W,,Closed/Cleared,Cleared by Arrest,ONCAM,Z2,Georgia Tech Hotel & Conference Center,800,,Spring Street NW,33.77634325,-84.38930792,1
16071167,7/5/16,15:05:00,7/5/16,15:30:00,4802,Obstructing Officer/Criminal Investigation,Closed/Cleared,Cleared by Arrest,NONCAM,Z1,,,,,,,1
16071196,7/11/16,12:11:00,7/11/16,12:22:00,2205,Burglary - No Forced Entry -NonResidence,Inactive,,ONCAM,Z2,Edge Athletic Center,150,,Bobby Dodd Way NW,33.77344759,-84.39224162,1
16071201,7/12/16,19:36:00,7/12/16,19:50:00,9999,Non-Crime (not reported to state),Closed/Cleared,,ONCAMRES,Z2,Towers Residence Hall,112,,Bobby Dodd Way NW,33.77343233,-84.39100012,1
16071279,7/29/16,17:00:00,7/30/16,9:30:00,2902,Damage to Property - Private,Inactive,,ONCAM,Z1,Research Administration,505,,Tenth Street  NW,33.78167605,-84.40393633,1
16030547,3/27/16,20:20:00,3/27/16,20:45:00,9999,Non-Crime (not reported to state),Closed/Cleared,,PUB,Z2,North Avenue  NW @ Techwood Drive  NW,,,,33.77131,-84.392067,1
16030563,3/29/16,18:30:00,3/29/16,18:48:00,9999W,,Closed/Cleared,Cleared by Arrest,PUB,Z1,Fourteenth Street  NW @ Williams Street  NW,,,,,,1
16030581,3/31/16,0:12:00,,,5499,Traffic Offense (describe offense),Closed/Cleared,Cleared by Arrest,PUB,Z4,Northside Drive  NW @ Tenth Street  NW,938,,,,,1
16040619,4/1/16,15:27:00,,,9999,Non-Crime (not reported to state),Closed/Cleared,,ONCAM,Z2,Library   77   Z2,704,,Cherry Street NW,33.77431732,-84.39572383,1
16040651,4/9/16,1:31:00,,,9999,Non-Crime (not reported to state),Closed/Cleared,,ONCAM,Z2,,,,Fourth Street @ Fowler Street,33.775955,-84.393657,1
16040671,4/7/16,12:00:00,4/11/16,9:00:00,2317,Larceny - Bicycle,Inactive,,ONCAM,Z2,Smith Residence Hall,630,,Williams Street  NW,33.77170733,-84.39125155,1
16040712,4/17/16,22:43:00,,,9999,Non-Crime (not reported to state),Closed/Cleared,,ONCAMRES,Z1,Alpha Sigma Phi fraternity   313   Z1,171,,Fifth Street  NW,33.77709,-84.39285,1
16040731,4/20/16,15:22:00,,,9999,Non-Crime (not reported to state),Closed/Cleared,,ONCAM,Z2,Library   77   Z2,704,,Cherry Street NW,33.77431732,-84.39572383,1
16040746,4/21/16,14:45:00,4/21/16,23:30:00,2308,Larceny - From Building,Inactive,,ONCAM,Z1,Ford Envir. Science & Technology,311,,Ferst Drive NW,,,1
16040750,4/23/16,5:23:00,4/23/16,5:46:00,4104,Liquor - Possession Of,Closed/Cleared,Prosecution Declined,ONCAM,Z2,Rich Building   51D   Z2,258,,Fourth Street  NW,33.77525788,-84.3949785,1
16040777,4/27/16,1:01:00,4/27/16,1:42:00,2305,Larceny - Articles from Vehicle,Inactive,,ONCAM,Z3,Physics Howey Building Lot (North Side),800,,Atlantic Drive  NW,,,1
16040796,4/29/16,12:19:00,4/29/16,12:19:00,9999,Non-Crime (not reported to state),Closed/Cleared,,ONCAM,Z1,MRDC Building,801,,Ferst Drive  NW,33.77895641,-84.40131466,1
16050879,5/12/16,10:50:00,,,9999,Non-Crime (not reported to state),Closed/Cleared,,NONCAM,Z1,Tenth Street @75 North Off ramp,,,,33.7804368,-84.39183,1
16050892,5/16/16,1:30:00,5/16/16,1:30:00,9999,Non-Crime (not reported to state),Closed/Cleared,,PUB,Z2,North Avenue  NW & Centennial Olympic Park Drive  NW,,,,33.77895641,-84.40131466,1
16050894,5/7/16,20:00:00,5/7/16,21:00:00,9999,Non-Crime (not reported to state),Inactive,,ONCAM,Z2,Georgia Tech Hotel & Conference Center   171  Z2,800,,Spring Street NW,33.77634325,-84.38930792,1
16050901,5/19/16,9:20:00,5/19/16,9:45:00,9999,Non-Crime (not reported to state),Closed/Cleared,,ONCAM,Z4,Student Health Center,740,,Ferst Drive  NW,33.77483366,-84.40311079,1
16050921,5/24/16,12:47:00,5/24/16,13:09:00,5707,Criminal Trespass,Closed/Cleared,Cleared by Arrest,ONCAM,Z3,Student Services Building   123   Z3,353,,Ferst Drive NW,33.77435044,-84.39955247,1
16050928,5/25/16,23:05:00,5/25/16,23:15:00,5499,Traffic Offense (describe offense),Closed/Cleared,,PUB,Z1,Ferst Drive  NW @ Atlantic Drive  NW,,,,,,1
16050941,5/27/16,17:00:00,5/27/16,17:20:00,9999,Non-Crime (not reported to state),Closed/Cleared,,ONCAMRES,Z4,Maulding Residence Hall,501,,Sixith ST. NW,,,1
16050948,5/29/16,0:08:00,,,5499,Traffic Offense (describe offense),Closed/Cleared,Cleared by Arrest,PUB,OFFCAM,North Avenue  NW at Luckie Street  NW,,,,,,1
16061000,6/3/16,19:00:00,6/8/16,14:25:00,9999,Non-Crime (not reported to state),Closed/Cleared,,ONCAMRES,Z4,Woodruff Residence Hall-South,900,,Curran Street NW,33.77895641,-84.40131466,1
16061002,6/8/16,15:24:00,6/8/16,15:24:00,9999,Non-Crime (not reported to state),Closed/Cleared,Unfounded,ONCAM,Z2,Library   77   Z2,704,,Cherry Street NW,33.77431732,-84.39572383,1
16061005,6/8/16,18:03:00,6/8/16,18:40:00,9999W,,Closed/Cleared,Cleared by Arrest,ONCAM,Z4,,740,,Ferst Drive  NW,,,1
16061051,6/16/16,1:42:00,6/16/16,2:12:00,5404,Driving Under the Influence of Alcohol,Closed/Cleared,Cleared by Arrest,PUB,Z4,Northside Drive  NW at Marrietta Street  NW,,,,33.775859,-84.406981,1
16061006,6/8/16,18:54:00,6/8/16,18:57:00,9999W,,Closed/Cleared,Cleared by Arrest,PUB,OFFCAM,North Avenue  NW @ State Street  NW,,,,,,1
16061009,6/9/16,14:41:00,6/9/16,15:20:00,9999,Non-Crime (not reported to state),Closed/Cleared,,ONCAM,Z1,Zelnak Center,177,,8TH Street NW,33.78067585,-84.39276636,1
16061034,6/13/16,18:40:00,6/13/16,18:55:00,9999,Non-Crime (not reported to state),Closed/Cleared,,ONCAM,Z4,Barnes and Noble Bookstore,48,,Fifth Street NW,,,1
16061050,6/15/16,17:35:00,6/15/16,,9999,Non-Crime (not reported to state),Closed/Cleared,,PUB,Z2,,,,,,,1
16061052,6/15/16,8:05:00,6/15/16,8:45:00,9999,Non-Crime (not reported to state),Inactive,,ONCAM,Z1,,,,,,,1
16061063,6/17/16,20:47:00,6/17/16,21:30:00,9999,Non-Crime (not reported to state),Closed/Cleared,Prosecution Declined,ONCAMRES,Z2,NAA North,120,,North Avenue NW,33.77058,-84.39095,1
16071159,7/2/16,23:30:00,,,9999,Non-Crime (not reported to state),Closed/Cleared,,ONCAM,Z2,Georgia Tech Hotel and Conference Center,800,,Spring Street  NW,,,1
16071169,7/5/16,21:29:00,7/5/16,21:40:00,5499,Traffic Offense (describe offense),Closed/Cleared,Cleared by Arrest,PUB,Z2,,,,,,,1
16071180,7/7/16,18:17:00,7/7/16,18:40:00,9999,Non-Crime (not reported to state),Closed/Cleared,,ONCAM,Z3,Student Center,351,,Ferst Drive  NW,33.77413608,-84.39881802,1
16071218,7/15/16,15:52:00,7/15/16,16:10:00,9999,Non-Crime (not reported to state),Closed/Cleared,,ONCAM,Z3,Clough Undergraduate Learning Center,266,,Fourth Street  NW,33.7746818,-84.39637939,1
16071242,7/20/16,13:00:00,7/20/16,18:00:00,2602,Fraud - Swindle,Further Investigation,,ONCAM,Z3,School of Industrial & Systems Engineering,765,,Ferst Drive NW,,,1
16071256,7/21/16,16:30:00,7/26/16,10:00:00,9999,Non-Crime (not reported to state),Closed/Cleared,,ONCAM,Z1,O'keefe Lot (behind fence),151,,Sixth Street,,,1
16071260,7/26/16,16:07:00,7/26/16,,9999W,,Closed/Cleared,Cleared by Arrest,NONCAM,OFFCAM,Target,375,,Eighteenth Street  NW,,,1
16081390,8/23/16,13:47:00,8/23/16,14:08:00,9999,Non-Crime (not reported to state),Closed/Cleared,,ONCAMRES,Z4,Eighth Street Apartments West,555,,Eighth Street NW,33.78012873,-84.40513865,1
16081392,8/23/16,16:10:00,8/23/16,16:14:00,9999,Non-Crime (not reported to state),Closed/Cleared,,ONCAM,Z3,Student Center,351,,Ferst Drive NW,,,1
16081399,5/23/16,11:00:00,5/23/16,11:00:00,9999,Non-Crime (not reported to state),Closed/Cleared,,ONCAM,Z2,Clough Undergraduate Learning Center,266,,Fourth Street NW,,,1
16081448,8/22/16,17:00:00,8/29/16,12:00:00,2317,Larceny - Bicycle,Inactive,,ONCAM,Z4,Eighth Street Apartments West,555,,Eighth Street  NW,33.78012873,-84.40513865,1
16081449,8/25/16,20:00:00,8/27/16,20:10:00,2399,Larceny Offense Free Text,Closed/Cleared,Unfounded,ONCAM,Z2,Peters Parking Deck 2nd level,749,,Fowler Street Nw,,,1
16081456,8/30/16,12:00:00,,,2903,Damage to Property - Public,Inactive,,ONCAM,Z2,Clough Undergraduate Learning Center   166   Z2,266,,Fourth Street NW,33.7746818,-84.39637939,1
16091487,9/3/16,7:21:00,9/3/16,7:27:00,9999,Non-Crime (not reported to state),Closed/Cleared,,ONCAMRES,Z2,North Avenue Apartments,120,,North Avenue NW,33.76952,-84.39097,1
16091503,9/3/16,23:00:00,9/4/16,0:00:00,9999,Non-Crime (not reported to state),Inactive,,NONCAM,Z2,Sigma Chi Fraternity,770,,Techwood Drive  NW,33.77895641,-84.40131466,1
16091521,9/8/16,19:45:00,,,9999,Non-Crime (not reported to state),Closed/Cleared,,ONCAM,Z1,Family Apartments,251,,Tenth Street  NW,,,1
16091524,9/9/16,7:50:00,9/9/16,13:30:00,2305,Larceny - Articles from Vehicle,Inactive,,ONCAM,Z1,Family Apartments   180   Z1,251,,Tenth Street NW,33.78238002,-84.39595556,1
16091531,9/9/16,20:59:00,,,5499,Traffic Offense (describe offense),Closed/Cleared,Cleared by Arrest,PUB,Z3,Fest Drive  NW between Cherry Street  NW and Fowler Street  NW,,,,33.77673,-84.3952623,1
16091546,9/12/16,14:28:00,9/12/16,14:44:00,2901,Damage to Property - Business,Inactive,,ONCAMRES,Z2,North Avenue Apartments North Building,120,,North Avenue  NW,33.77058,-84.39095,1
16020317,2/17/16,16:30:00,2/18/16,6:50:00,9999,Non-Crime (not reported to state),Inactive,,ONCAM,Z1,Ford Envir. Science & Technology,311,,Ferst Drive NW,33.77889662,-84.39603609,1
16020333,2/19/16,18:30:00,2/20/16,11:00:00,2308,Larceny - From Building,Inactive,,ONCAMRES,Z2,NAA South  191  Z2,120,,North Avenue NW,33.76932,-84.39182,1
16020366,2/25/16,21:35:00,2/25/16,23:15:00,9999F,,Closed/Cleared,,ONCAMRES,Z4,Eighth Street Apartments   130   Z4,555,,Eighth Street  NW,33.78012873,-84.40513865,1
16020388,2/28/16,4:23:00,,,5308,False Fire Alarm,Closed/Cleared,Prosecution Declined,ONCAM,Z2,Georgia Tech Parking Garage @ Tech Square,770,,Spring Street  NW,,,1
16030408,3/1/16,11:57:00,3/1/16,14:00:00,9999,Non-Crime (not reported to state),Closed/Cleared,,ONCAM,Z1,Ford Envir. Science & Technology  147  Z1,311,,Ferst Drive NW,33.77889662,-84.39603609,1
16030412,2/28/16,22:00:00,3/1/16,16:23:00,1313,Simple Assault/Battery,Closed/Cleared,Prosecution Declined,ONCAMRES,Z2,North Avenue Apartments,120,,North Avenue  NW,33.77895641,-84.40131466,1
16030424,3/3/16,20:00:00,3/3/16,23:00:00,2308,Larceny - From Building,Inactive,,ONCAM,Z3,Student Center,351,,Ferst Drive  NW,33.77413608,-84.39881802,1
16030428,3/4/16,12:39:00,3/4/16,17:13:00,5309,Harassing Communication,Closed/Cleared,Prosecution Declined,ONCAM,Z2,Clough Undergraduate Learning Center,266,,Fourth Street NW,33.7746818,-84.39637939,1
16030444,3/7/16,14:15:00,3/7/16,15:00:00,9999,Non-Crime (not reported to state),Closed/Cleared,,ONCAM,Z1,,879,,Hemphill Avenue NW,,,1
16030447,3/7/16,18:07:00,3/7/16,19:00:00,9999,Non-Crime (not reported to state),Closed/Cleared,,ONCAM,Z2,Perry-Matheson Residence Hall,715,,Techwood Drive  NW,33.77450626,-84.39105819,1
16030465,3/10/16,21:30:00,3/10/16,21:35:00,9999,Non-Crime (not reported to state),Closed/Cleared,,ONCAM,Z2,Parker H. Petit Biotechnology Building,315,,Ferst Drive  NW,33.77897777,-84.39726185,1
16030456,3/9/16,4:00:00,3/9/16,6:17:00,9999,Non-Crime (not reported to state),Closed/Cleared,,ONCAMRES,Z2,NAA North  191  Z2,120,,North Avenue NW,33.77058,-84.39095,1
16030469,3/11/16,12:07:00,,,5202,Carrying A Concealed Weapon,Closed/Cleared,Cleared by Arrest,ONCAM,Z2,Global Learning Center   170   Z2,84,,Fifth Street NW,33.77632934,-84.38995185,1
16030484,3/15/16,2:40:00,,,9999,Non-Crime (not reported to state),Closed/Cleared,,PUB,Z1,10th Street @ W. Peachtree Street,,,,,,1
16030487,3/15/16,20:30:00,,,4803,Making A False Report/Giving False Information,Closed/Cleared,Cleared by Arrest,PUB,OFFCAM,Williams Street  NW and North Avenue  NW,,,,,,1
16030501,3/17/16,0:50:00,3/17/16,0:55:00,9999,Non-Crime (not reported to state),Closed/Cleared,,NONCAM,Z1,,1105,,Northside Drive NW,,,1
16030508,2/18/16,8:00:00,3/18/16,16:00:00,2317,Larceny - Bicycle,Closed/Cleared,Unfounded,ONCAM,Z3,College of Computing Building,801,,Atlantic Drive NW,,,1
16030516,3/19/16,23:59:00,3/20/16,0:00:00,5499,Traffic Offense (describe offense),Closed/Cleared,Cleared by Arrest,PUB,Z2,North Avenue  NW @ Tech Parkway  NW,,,,,,1
16030528,3/24/16,1:41:00,,,3542,Synthetic Narcotic - Possession of,Closed/Cleared,Cleared by Arrest,PUB,Z2,North Avenue  NW @ Centennial Olympic Park Drive  NW,,,,,,1
16030554,3/28/16,13:30:00,3/28/16,15:00:00,2308,Larceny - From Building,Inactive,,ONCAM,Z3,Mason Civil Engineering Building   111   Z3,790,,Atlantic Drive NW,33.77656175,-84.39839338,1
16030574,3/29/16,14:30:00,3/30/16,14:46:00,9999,Non-Crime (not reported to state),Closed/Cleared,,ONCAM,Z1,CATEA,490,,Tenth Street  NW,,,1
16040609,4/2/16,23:01:00,,,5499,Traffic Offense (describe offense),Closed/Cleared,Cleared by Arrest,NONCAM,OFFCAM,North Avenue  NW / Luckie Street  NW,,,NORTH AV NW,,,1
16040629,4/6/16,0:35:00,4/6/16,0:57:00,5499,Traffic Offense (describe offense),Closed/Cleared,Cleared by Arrest,PUB,Z4,Tech Parkway  NW at Northside Drive  NW,,,,,,1
16081282,8/1/16,14:30:00,8/1/16,15:00:00,9999,Non-Crime (not reported to state),Closed/Cleared,,ONCAM,Z2,Scheller College of Business,800,,West Peachtree Street NW,,,1
16081289,8/2/16,13:59:00,,,2314,Larceny - Of Government Property,Closed/Cleared,Prosecution Declined,ONCAM,Z2,Wardlaw Center,177,,North Avenue  NW,33.77168558,-84.39281295,1
16081306,8/6/16,7:10:00,8/6/16,7:40:00,9999,Non-Crime (not reported to state),Closed/Cleared,,ONCAM,Z3,Howey Physics Building   81   Z3,800,,Atlantic Drive NW,33.77742295,-84.39846714,1
16081310,8/8/16,7:55:00,8/8/16,9:30:00,9999,Non-Crime (not reported to state),Closed/Cleared,,ONCAM,Z1,Motor Pool Building Lot   67   Z1,947,,Atlantic Drive  NW,33.780988,-84.397385,1
16081316,8/10/16,20:00:00,8/10/16,20:30:00,9999,Non-Crime (not reported to state),Closed/Cleared,,ONCAMRES,Z2,NAA North,120,,North Avenue  NW,33.77058,-84.39095,1
16081319,8/11/16,8:30:00,,,9999,Non-Crime (not reported to state),Closed/Cleared,,ONCAM,Z1,Molecular Science & Engineering Building   167   Z1,901,,Atlantic Drive  NW,33.7798386,-84.39669326,1
16081338,8/14/16,7:45:00,8/14/16,9:00:00,9999,Non-Crime (not reported to state),Closed/Cleared,,ONCAM,Z2,Perry Matheson Residence Hall,711,,Techwood Drive,,,1
16081343,8/13/16,10:45:00,8/16/16,8:10:00,2602,Fraud - Swindle,Inactive,,ONCAM,Z2,McCamish pavilion,965,,Fowler Street  NW,33.77895641,-84.40131466,1
16081347,8/15/16,12:36:00,8/15/16,20:51:00,1316,Terroristic Threats/Intimidation,Closed/Cleared,Prosecution Declined,ONCAMRES,Z4,Folk Residence Hall   110   Z4,531,,Turner Place  NW,33.77891622,-84.40483993,1
16081397,8/24/16,9:00:00,8/24/16,13:30:00,9999,Non-Crime (not reported to state),Inactive,,ONCAM,Z3,College of Architecture,247,,Fourth Street  NW,33.77608578,-84.39608548,1
16081418,8/26/16,22:28:00,8/26/16,22:29:00,9999,Non-Crime (not reported to state),Closed/Cleared,,ONCAMRES,Z4,Woodruff Residence Hall,890,,Curran Street NW,33.77910743,-84.40662487,1
16030433,3/5/16,0:27:00,,,4801,Resisting Officer/Arrest,Closed/Cleared,Cleared by Arrest,PUB,OFFCAM,North Avenue  NW @ State Street  NW,,,,,,1
16030445,3/7/16,15:07:00,,,9999,Non-Crime (not reported to state),Closed/Cleared,,,,Beringause Building   46   Z1,879,,Hemphill Avenue NW,33.77895641,-84.40131466,1
16030452,3/8/16,15:10:00,,,9999,Non-Crime (not reported to state),Closed/Cleared,,ONCAM,Z2,Library   77   Z2,704,,Cherry Street NW,33.77431732,-84.39572383,1
16030472,3/12/16,22:05:00,3/12/16,22:50:00,9999,Non-Crime (not reported to state),Closed/Cleared,,NONCLERY,OFFCAM,Triangle Fraternity,,,,,,1
16030495,3/17/16,15:10:00,,,9999,Non-Crime (not reported to state),Closed/Cleared,,ONCAM,Z2,Library   77   Z2,704,,Cherry Street NW,33.77431732,-84.39572383,1
16030519,3/20/16,23:45:00,3/21/16,12:25:00,2699,Fraudulent Activity Offense Free ,Inactive,,NONCAM,Z2,Waffle House,66,,Fifth Street NW,33.776725,-84.389468,1
16030561,3/29/16,9:00:00,3/29/16,11:00:00,2308,Larceny - From Building,Inactive,,ONCAM,Z3,College of Architecture West Wing,247,,Fourth Street NW,33.77608578,-84.39608548,1
16030568,3/30/16,8:13:00,3/30/16,8:30:00,9999,Non-Crime (not reported to state),Closed/Cleared,,PUB,Z1,,,,Ferst  Street  NW at Fowler Street  NW,33.77699,-84.393645,1
16030582,3/31/16,3:24:00,3/31/16,3:24:00,5499,Traffic Offense (describe offense),Closed/Cleared,Cleared by Arrest,PUB,Z1,Tenth Street  NW @ Fowler Street  NW,,,,,,1
16030589,3/31/16,11:00:00,3/31/16,12:30:00,9999,Non-Crime (not reported to state),Closed/Cleared,,ONCAMRES,Z2,NAA East  191  Z2,120,,North Avenue NW,33.76952,-84.39097,1
16040600,4/1/16,15:00:00,4/1/16,15:17:00,9999,Non-Crime (not reported to state),Closed/Cleared,,NONCLERY,Z2,Library,704,,Cherry Street  NW,,,1
16040602,4/1/16,20:30:00,4/1/16,20:45:00,9999,Non-Crime (not reported to state),Closed/Cleared,Prosecution Declined,PUB,Z1,10th Street  NW @ Hemphill Avenue  NW,,,Tenth Street @ State Street,33.781541,-84.399159,1
16050808,5/1/16,19:05:00,5/1/16,20:00:00,5299,Weapons Violation Offense Free Text,Closed/Cleared,Cleared by Arrest,NONCLERY,OFFCAM,,,,North Avenue @ Spring Street,33.771335,-84.388862,1
16050819,4/30/16,22:00:00,5/2/16,18:15:00,2305,Larceny - Articles from Vehicle,Inactive,,ONCAM,Z2,Tech Square Parking Deck,770,,Spring Street NW,33.77634325,-84.38930792,1
16050828,5/3/16,18:41:00,5/3/16,19:02:00,5499,Traffic Offense (describe offense),Closed/Cleared,Cleared by Arrest,PUB,Z2,North Avenue  NW @ State Street  NW,,,,,,1
16050848,5/6/16,1:50:00,5/6/16,2:12:00,1299,Robbery Offense Free Text,Closed/Cleared,Cleared by Arrest,ONCAM,Z2,Perry-Matheson Residence Hall   92   Z2,715,,Techwood Drive  NW,33.77450626,-84.39105819,1
16050853,5/6/16,16:00:00,5/6/16,16:50:00,9999,Non-Crime (not reported to state),Closed/Cleared,,ONCAM,Z1,McCamish Pavilion,965,,Fowler Street NW,33.78067585,-84.39276636,1
16050862,5/7/16,21:22:00,,,5499,Traffic Offense (describe offense),Closed/Cleared,Cleared by Arrest,PUB,OFFCAM,Spring Street  NW and Fourth Street  NW,,,,,,1
16050864,5/9/16,0:30:00,5/9/16,0:32:00,9999,Non-Crime (not reported to state),Closed/Cleared,,ONCAM,Z2,Montgomery Knight Building  (SST II),270,,Ferst Drive NW,33.77191256,-84.39607312,1
16050865,5/9/16,0:01:00,5/9/16,0:10:00,9999,Non-Crime (not reported to state),Closed/Cleared,,ONCAM,Z1,Nanotechnology Building,345,,Ferst Drive  NW,33.77884514,-84.39847658,1
16050873,5/10/16,14:46:00,5/10/16,14:55:00,9999,Non-Crime (not reported to state),Closed/Cleared,,ONCAM,Z1,O'Keefe Building,151,,Sixth Street NW,33.77877825,-84.39226488,1
16050874,5/10/16,20:50:00,,,9999,Non-Crime (not reported to state),Closed/Cleared,,NONCAM,Z2,North Avenue NW / Luckie Street  NW,,,,,,1
16050886,5/13/16,11:53:00,5/13/16,12:15:00,9999,Non-Crime (not reported to state),Closed/Cleared,,ONCAMRES,Z4,Nelson and Shell Undergraduate Living Center  64   Z4,580,,Turner Place NW,33.77817418,-84.40548218,1
16020331,2/20/16,1:54:00,,,9999,Non-Crime (not reported to state),Closed/Cleared,,ONCAMRES,Z2,North Avenue Apartments East Building,120,,North Avenue  NW,33.76952,-84.39097,1
16020349,2/23/16,7:28:00,2/23/16,7:34:00,9999,Non-Crime (not reported to state),Closed/Cleared,,ONCAMRES,Z2,NAA West  191  Z2,120,,North Avenue NW,33.77058,-84.39181,1
